start,end,name
2010-11-05 15:51:04.444616000,2010-11-05 16:00:09.934144000,IDLE
2010-11-05 16:00:09.934144000,2010-11-05 16:00:14.165238000,LEAVE_HOME
2010-11-05 16:00:14.165238000,2010-11-05 16:19:06.936435000,IDLE
2010-11-05 16:19:06.936435000,2010-11-05 16:19:10.650203000,ENTER_HOME
2010-11-05 16:19:10.650203000,2010-11-05 16:19:38.608137000,IDLE
2010-11-05 16:19:38.608137000,2010-11-05 16:20:04.759502000,MEAL_PREPARATION
2010-11-05 16:20:04.759502000,2010-11-05 16:21:25.905454000,IDLE
2010-11-05 16:21:25.905454000,2010-11-05 16:25:35.478871000,MEAL_PREPARATION
2010-11-05 16:25:35.478871000,2010-11-05 16:25:44.067607000,IDLE
2010-11-05 16:25:44.067607000,2010-11-05 16:29:13.880311000,EATING
2010-11-05 16:29:13.880311000,2010-11-05 16:29:30.826602000,IDLE
2010-11-05 16:29:30.826602000,2010-11-05 16:30:21.137501000,WASH_DISHES
2010-11-05 16:30:21.137501000,2010-11-05 16:30:40.898509000,IDLE
2010-11-05 16:30:40.898509000,2010-11-05 16:30:45.401690000,LEAVE_HOME
2010-11-05 16:30:45.401690000,2010-11-05 16:30:56.014672000,IDLE
2010-11-05 16:30:56.014672000,2010-11-05 16:31:00.293569000,ENTER_HOME
2010-11-05 16:31:00.293569000,2010-11-05 22:20:33.945948000,IDLE
2010-11-05 22:20:33.945948000,2010-11-05 22:38:23.755897000,WORK
2010-11-05 22:38:23.755897000,2010-11-05 22:48:22.713829000,IDLE
2010-11-05 22:48:22.713829000,2010-11-06 04:23:40.440892000,SLEEPING
2010-11-06 04:23:40.440892000,2010-11-06 04:23:50.544193000,IDLE
2010-11-06 04:23:50.544193000,2010-11-06 04:27:00.048965000,BED_TO_TOILET
2010-11-06 04:27:00.048965000,2010-11-06 04:27:34.658690000,IDLE
2010-11-06 04:27:34.658690000,2010-11-06 08:57:49.832587000,SLEEPING
2010-11-06 08:57:49.832587000,2010-11-06 09:09:44.374728000,IDLE
2010-11-06 09:09:44.374728000,2010-11-06 09:19:14.719135000,MEAL_PREPARATION
2010-11-06 09:19:14.719135000,2010-11-06 09:21:10.829516000,IDLE
2010-11-06 09:21:10.829516000,2010-11-06 09:28:18.535625000,MEAL_PREPARATION
2010-11-06 09:28:18.535625000,2010-11-06 09:28:19.566626000,IDLE
2010-11-06 09:28:19.566626000,2010-11-06 09:37:40.974527000,EATING
2010-11-06 09:37:40.974527000,2010-11-06 09:38:24.364374000,IDLE
2010-11-06 09:38:24.364374000,2010-11-06 09:41:18.711268000,WASH_DISHES
2010-11-06 09:41:18.711268000,2010-11-06 10:28:15.508737000,IDLE
2010-11-06 10:28:15.508737000,2010-11-06 10:30:39.829044000,WORK
2010-11-06 10:30:39.829044000,2010-11-06 10:36:44.701754000,IDLE
2010-11-06 10:36:44.701754000,2010-11-06 11:11:04.974456000,HOUSEKEEPING
2010-11-06 11:11:04.974456000,2010-11-06 11:11:08.204165000,IDLE
2010-11-06 11:11:08.204165000,2010-11-06 11:25:23.510404000,RELAX
2010-11-06 11:25:23.510404000,2010-11-06 11:25:43.063825000,IDLE
2010-11-06 11:25:43.063825000,2010-11-06 11:48:21.532025000,HOUSEKEEPING
2010-11-06 11:48:21.532025000,2010-11-06 11:55:15.837614000,IDLE
2010-11-06 11:55:15.837614000,2010-11-06 11:56:11.347205000,MEAL_PREPARATION
2010-11-06 11:56:11.347205000,2010-11-06 11:58:12.195368000,IDLE
2010-11-06 11:58:12.195368000,2010-11-06 12:02:08.363476000,MEAL_PREPARATION
2010-11-06 12:02:08.363476000,2010-11-06 12:02:29.411879000,IDLE
2010-11-06 12:02:29.411879000,2010-11-06 12:09:53.753134000,EATING
2010-11-06 12:09:53.753134000,2010-11-06 12:09:59.911038000,IDLE
2010-11-06 12:09:59.911038000,2010-11-06 12:11:57.556951000,WASH_DISHES
2010-11-06 12:11:57.556951000,2010-11-06 12:35:50.690281000,IDLE
2010-11-06 12:35:50.690281000,2010-11-06 12:49:00.074717000,EATING
2010-11-06 12:49:00.074717000,2010-11-06 13:01:51.705939000,IDLE
2010-11-06 13:01:51.705939000,2010-11-06 13:01:56.074024000,LEAVE_HOME
2010-11-06 13:01:56.074024000,2010-11-06 16:59:10.966903000,IDLE
2010-11-06 16:59:10.966903000,2010-11-06 16:59:22.162185000,ENTER_HOME
2010-11-06 16:59:22.162185000,2010-11-06 17:05:28.374194000,IDLE
2010-11-06 17:05:28.374194000,2010-11-06 17:05:32.954193000,LEAVE_HOME
2010-11-06 17:05:32.954193000,2010-11-06 17:06:00.159226000,IDLE
2010-11-06 17:06:00.159226000,2010-11-06 17:06:04.543748000,ENTER_HOME
2010-11-06 17:06:04.543748000,2010-11-06 17:07:53.357148000,IDLE
2010-11-06 17:07:53.357148000,2010-11-06 17:07:58.335361000,LEAVE_HOME
2010-11-06 17:07:58.335361000,2010-11-06 17:34:42.439944000,IDLE
2010-11-06 17:34:42.439944000,2010-11-06 17:34:46.536715000,ENTER_HOME
2010-11-06 17:34:46.536715000,2010-11-06 18:29:36.376297000,IDLE
2010-11-06 18:29:36.376297000,2010-11-06 18:41:18.641850000,RELAX
2010-11-06 18:41:18.641850000,2010-11-06 19:59:48.580042000,IDLE
2010-11-06 19:59:48.580042000,2010-11-06 20:41:11.292478000,RELAX
2010-11-06 20:41:11.292478000,2010-11-06 20:46:41.625772000,IDLE
2010-11-06 20:46:41.625772000,2010-11-06 20:54:02.243294000,RELAX
2010-11-06 20:54:02.243294000,2010-11-06 21:01:03.253916000,IDLE
2010-11-06 21:01:03.253916000,2010-11-06 22:27:07.253830000,RELAX
2010-11-06 22:27:07.253830000,2010-11-06 22:27:35.324056000,IDLE
2010-11-06 22:27:35.324056000,2010-11-06 22:36:08.232277000,RELAX
2010-11-06 22:36:08.232277000,2010-11-06 22:46:34.602305000,IDLE
2010-11-06 22:46:34.602305000,2010-11-06 23:26:55.246823000,RELAX
2010-11-06 23:26:55.246823000,2010-11-06 23:28:33.047775000,IDLE
2010-11-06 23:28:33.047775000,2010-11-06 23:52:55.711749000,WORK
2010-11-06 23:52:55.711749000,2010-11-07 00:02:39.008130000,IDLE
2010-11-07 00:02:39.008130000,2010-11-07 00:34:46.642929000,SLEEPING
2010-11-07 00:34:46.642929000,2010-11-07 00:34:48.871659000,IDLE
2010-11-07 00:34:48.871659000,2010-11-07 00:35:36.223000000,BED_TO_TOILET
2010-11-07 00:35:36.223000000,2010-11-07 00:36:18.148567000,IDLE
2010-11-07 00:36:18.148567000,2010-11-07 03:43:08.414022000,SLEEPING
2010-11-07 03:43:08.414022000,2010-11-07 03:43:19.802838000,IDLE
2010-11-07 03:43:19.802838000,2010-11-07 03:46:23.886632000,BED_TO_TOILET
2010-11-07 03:46:23.886632000,2010-11-07 03:46:41.571929000,IDLE
2010-11-07 03:46:41.571929000,2010-11-07 03:47:14.894366000,SLEEPING
2010-11-07 03:47:14.894366000,2010-11-07 03:49:20.647413000,IDLE
2010-11-07 03:49:20.647413000,2010-11-07 03:51:17.964123000,BED_TO_TOILET
2010-11-07 03:51:17.964123000,2010-11-07 03:51:21.614944000,IDLE
2010-11-07 03:51:21.614944000,2010-11-07 07:34:57.814105000,SLEEPING
2010-11-07 07:34:57.814105000,2010-11-07 07:35:43.912388000,IDLE
2010-11-07 07:35:43.912388000,2010-11-07 07:37:13.769327000,MEAL_PREPARATION
2010-11-07 07:37:13.769327000,2010-11-07 07:50:09.199823000,IDLE
2010-11-07 07:50:09.199823000,2010-11-07 07:57:21.977962000,MEAL_PREPARATION
2010-11-07 07:57:21.977962000,2010-11-07 08:00:38.055900000,IDLE
2010-11-07 08:00:38.055900000,2010-11-07 08:06:12.184786000,MEAL_PREPARATION
2010-11-07 08:06:12.184786000,2010-11-07 08:06:14.168036000,IDLE
2010-11-07 08:06:14.168036000,2010-11-07 08:13:27.570571000,EATING
2010-11-07 08:13:27.570571000,2010-11-07 08:14:48.888777000,IDLE
2010-11-07 08:14:48.888777000,2010-11-07 08:30:55.415439000,RELAX
2010-11-07 08:30:55.415439000,2010-11-07 08:33:29.567686000,IDLE
2010-11-07 08:33:29.567686000,2010-11-07 08:36:46.481578000,RELAX
2010-11-07 08:36:46.481578000,2010-11-07 08:44:12.245569000,IDLE
2010-11-07 08:44:12.245569000,2010-11-07 08:45:56.975464000,WORK
2010-11-07 08:45:56.975464000,2010-11-07 10:31:45.345624000,IDLE
2010-11-07 10:31:45.345624000,2010-11-07 11:55:25.556424000,RELAX
2010-11-07 11:55:25.556424000,2010-11-07 12:03:08.220322000,IDLE
2010-11-07 12:03:08.220322000,2010-11-07 12:06:32.634226000,MEAL_PREPARATION
2010-11-07 12:06:32.634226000,2010-11-07 12:08:27.137756000,IDLE
2010-11-07 12:08:27.137756000,2010-11-07 12:20:17.842926000,EATING
2010-11-07 12:20:17.842926000,2010-11-07 12:21:15.765005000,IDLE
2010-11-07 12:21:15.765005000,2010-11-07 12:23:55.320607000,MEAL_PREPARATION
2010-11-07 12:23:55.320607000,2010-11-07 12:24:27.722795999,IDLE
2010-11-07 12:24:27.722795999,2010-11-07 12:30:34.879404000,EATING
2010-11-07 12:30:34.879404000,2010-11-07 12:30:42.297417000,IDLE
2010-11-07 12:30:42.297417000,2010-11-07 12:38:26.684561000,RELAX
2010-11-07 12:38:26.684561000,2010-11-07 12:38:28.188402000,IDLE
2010-11-07 12:38:28.188402000,2010-11-07 12:54:59.342930999,EATING
2010-11-07 12:54:59.342930999,2010-11-07 13:46:10.826436000,IDLE
2010-11-07 13:46:10.826436000,2010-11-07 14:12:53.495189000,RELAX
2010-11-07 14:12:53.495189000,2010-11-07 14:28:07.712027999,IDLE
2010-11-07 14:28:07.712027999,2010-11-07 14:33:38.919030000,HOUSEKEEPING
2010-11-07 14:33:38.919030000,2010-11-07 14:37:13.105518000,IDLE
2010-11-07 14:37:13.105518000,2010-11-07 14:38:27.639022000,WORK
2010-11-07 14:38:27.639022000,2010-11-07 14:38:50.283829000,IDLE
2010-11-07 14:38:50.283829000,2010-11-07 14:40:38.762112000,MEAL_PREPARATION
2010-11-07 14:40:38.762112000,2010-11-07 14:40:39.524104000,IDLE
2010-11-07 14:40:39.524104000,2010-11-07 14:42:49.951552000,EATING
2010-11-07 14:42:49.951552000,2010-11-07 14:43:42.669222000,IDLE
2010-11-07 14:43:42.669222000,2010-11-07 15:08:54.004132000,RELAX
2010-11-07 15:08:54.004132000,2010-11-07 15:10:28.466168999,IDLE
2010-11-07 15:10:28.466168999,2010-11-07 15:13:19.302832000,EATING
2010-11-07 15:13:19.302832000,2010-11-07 15:40:57.803044000,IDLE
2010-11-07 15:40:57.803044000,2010-11-07 15:41:58.739403000,MEAL_PREPARATION
2010-11-07 15:41:58.739403000,2010-11-07 15:42:09.462097000,IDLE
2010-11-07 15:42:09.462097000,2010-11-07 15:55:52.961299000,EATING
2010-11-07 15:55:52.961299000,2010-11-07 16:01:50.460408000,IDLE
2010-11-07 16:01:50.460408000,2010-11-07 16:09:33.513209000,RELAX
2010-11-07 16:09:33.513209000,2010-11-07 16:09:55.680423000,IDLE
2010-11-07 16:09:55.680423000,2010-11-07 16:11:51.257873000,WORK
2010-11-07 16:11:51.257873000,2010-11-07 16:14:12.480778000,IDLE
2010-11-07 16:14:12.480778000,2010-11-07 16:21:40.650047000,RELAX
2010-11-07 16:21:40.650047000,2010-11-07 16:24:47.272277999,IDLE
2010-11-07 16:24:47.272277999,2010-11-07 16:45:49.093433000,RELAX
2010-11-07 16:45:49.093433000,2010-11-07 16:48:51.831015000,IDLE
2010-11-07 16:48:51.831015000,2010-11-07 16:55:25.844854000,RELAX
2010-11-07 16:55:25.844854000,2010-11-07 16:56:12.390314000,IDLE
2010-11-07 16:56:12.390314000,2010-11-07 17:07:54.232099000,RELAX
2010-11-07 17:07:54.232099000,2010-11-07 17:07:54.817874000,IDLE
2010-11-07 17:07:54.817874000,2010-11-07 17:12:21.378391000,EATING
2010-11-07 17:12:21.378391000,2010-11-07 17:19:51.470105000,IDLE
2010-11-07 17:19:51.470105000,2010-11-07 17:27:09.394281000,MEAL_PREPARATION
2010-11-07 17:27:09.394281000,2010-11-07 17:29:12.883009000,IDLE
2010-11-07 17:29:12.883009000,2010-11-07 17:30:23.571486000,MEAL_PREPARATION
2010-11-07 17:30:23.571486000,2010-11-07 17:30:26.962074000,IDLE
2010-11-07 17:30:26.962074000,2010-11-07 17:40:44.680561000,EATING
2010-11-07 17:40:44.680561000,2010-11-07 17:40:51.493600000,IDLE
2010-11-07 17:40:51.493600000,2010-11-07 17:46:24.464045000,WASH_DISHES
2010-11-07 17:46:24.464045000,2010-11-07 17:47:05.005592000,IDLE
2010-11-07 17:47:05.005592000,2010-11-07 18:15:27.384374000,RELAX
2010-11-07 18:15:27.384374000,2010-11-07 18:21:42.121099000,IDLE
2010-11-07 18:21:42.121099000,2010-11-07 19:09:38.725597000,RELAX
2010-11-07 19:09:38.725597000,2010-11-07 19:19:24.168161000,IDLE
2010-11-07 19:19:24.168161000,2010-11-07 19:37:57.037867000,RELAX
2010-11-07 19:37:57.037867000,2010-11-07 19:52:24.284714000,IDLE
2010-11-07 19:52:24.284714000,2010-11-07 20:05:57.659947000,WORK
2010-11-07 20:05:57.659947000,2010-11-07 20:37:41.433566000,IDLE
2010-11-07 20:37:41.433566000,2010-11-07 20:40:22.031282000,EATING
2010-11-07 20:40:22.031282000,2010-11-07 20:40:41.059492000,IDLE
2010-11-07 20:40:41.059492000,2010-11-07 21:48:13.670930000,RELAX
2010-11-07 21:48:13.670930000,2010-11-07 21:52:18.085613000,IDLE
2010-11-07 21:52:18.085613000,2010-11-07 21:59:36.950596000,RELAX
2010-11-07 21:59:36.950596000,2010-11-07 22:00:40.970590000,IDLE
2010-11-07 22:00:40.970590000,2010-11-07 22:48:22.888839000,RELAX
2010-11-07 22:48:22.888839000,2010-11-07 22:59:09.336003000,IDLE
2010-11-07 22:59:09.336003000,2010-11-07 23:45:22.614992000,RELAX
2010-11-07 23:45:22.614992000,2010-11-07 23:52:03.472616000,IDLE
2010-11-07 23:52:03.472616000,2010-11-08 05:39:57.034884000,SLEEPING
2010-11-08 05:39:57.034884000,2010-11-08 05:40:10.556874000,IDLE
2010-11-08 05:40:10.556874000,2010-11-08 05:43:15.104099000,BED_TO_TOILET
2010-11-08 05:43:15.104099000,2010-11-08 05:43:34.195173000,IDLE
2010-11-08 05:43:34.195173000,2010-11-08 08:06:37.384531000,SLEEPING
2010-11-08 08:06:37.384531000,2010-11-08 08:15:47.321559000,IDLE
2010-11-08 08:15:47.321559000,2010-11-08 08:19:26.447207000,MEAL_PREPARATION
2010-11-08 08:19:26.447207000,2010-11-08 08:20:36.140671000,IDLE
2010-11-08 08:20:36.140671000,2010-11-08 08:21:33.423258000,MEAL_PREPARATION
2010-11-08 08:21:33.423258000,2010-11-08 08:21:52.027222000,IDLE
2010-11-08 08:21:52.027222000,2010-11-08 08:34:43.849446000,MEAL_PREPARATION
2010-11-08 08:34:43.849446000,2010-11-08 08:35:53.829504000,IDLE
2010-11-08 08:35:53.829504000,2010-11-08 08:39:50.879863000,MEAL_PREPARATION
2010-11-08 08:39:50.879863000,2010-11-08 08:40:00.630047000,IDLE
2010-11-08 08:40:00.630047000,2010-11-08 09:03:09.618666000,RELAX
2010-11-08 09:03:09.618666000,2010-11-08 09:03:53.428128000,IDLE
2010-11-08 09:03:53.428128000,2010-11-08 09:09:41.074812000,MEAL_PREPARATION
2010-11-08 09:09:41.074812000,2010-11-08 09:10:05.478644000,IDLE
2010-11-08 09:10:05.478644000,2010-11-08 09:20:37.475994000,RELAX
2010-11-08 09:20:37.475994000,2010-11-08 09:37:57.316784000,IDLE
2010-11-08 09:37:57.316784000,2010-11-08 09:38:53.450049000,MEAL_PREPARATION
2010-11-08 09:38:53.450049000,2010-11-08 09:42:56.714714000,IDLE
2010-11-08 09:42:56.714714000,2010-11-08 09:44:21.161121000,MEAL_PREPARATION
2010-11-08 09:44:21.161121000,2010-11-08 09:49:03.443739000,IDLE
2010-11-08 09:49:03.443739000,2010-11-08 10:02:39.850030000,RELAX
2010-11-08 10:02:39.850030000,2010-11-08 10:03:57.812263000,IDLE
2010-11-08 10:03:57.812263000,2010-11-08 10:25:05.916114000,EATING
2010-11-08 10:25:05.916114000,2010-11-08 10:28:50.009598000,IDLE
2010-11-08 10:28:50.009598000,2010-11-08 10:38:29.221668000,EATING
2010-11-08 10:38:29.221668000,2010-11-08 11:28:52.984094000,IDLE
2010-11-08 11:28:52.984094000,2010-11-08 11:31:46.985583000,EATING
2010-11-08 11:31:46.985583000,2010-11-08 11:42:48.328875000,IDLE
2010-11-08 11:42:48.328875000,2010-11-08 11:43:03.215384000,LEAVE_HOME
2010-11-08 11:43:03.215384000,2010-11-08 11:44:23.962214000,IDLE
2010-11-08 11:44:23.962214000,2010-11-08 11:44:32.517563000,ENTER_HOME
2010-11-08 11:44:32.517563000,2010-11-08 11:44:42.262616000,IDLE
2010-11-08 11:44:42.262616000,2010-11-08 11:44:48.645910000,LEAVE_HOME
2010-11-08 11:44:48.645910000,2010-11-08 11:45:44.937428000,IDLE
2010-11-08 11:45:44.937428000,2010-11-08 11:45:48.932829000,ENTER_HOME
2010-11-08 11:45:48.932829000,2010-11-08 11:46:08.320128000,IDLE
2010-11-08 11:46:08.320128000,2010-11-08 11:46:08.702748000,LEAVE_HOME
2010-11-08 11:46:08.702748000,2010-11-08 13:46:28.653650000,IDLE
2010-11-08 13:46:28.653650000,2010-11-08 13:46:43.441837000,ENTER_HOME
2010-11-08 13:46:43.441837000,2010-11-08 13:58:31.614718000,IDLE
2010-11-08 13:58:31.614718000,2010-11-08 14:00:25.826350000,MEAL_PREPARATION
2010-11-08 14:00:25.826350000,2010-11-08 14:05:26.487056000,IDLE
2010-11-08 14:05:26.487056000,2010-11-08 14:06:07.105189000,MEAL_PREPARATION
2010-11-08 14:06:07.105189000,2010-11-08 14:06:15.423694000,IDLE
2010-11-08 14:06:15.423694000,2010-11-08 14:16:31.421845000,EATING
2010-11-08 14:16:31.421845000,2010-11-08 14:16:39.751108000,IDLE
2010-11-08 14:16:39.751108000,2010-11-08 14:17:13.045627000,WASH_DISHES
2010-11-08 14:17:13.045627000,2010-11-08 14:18:33.193917000,IDLE
2010-11-08 14:18:33.193917000,2010-11-08 14:59:16.199489000,RELAX
2010-11-08 14:59:16.199489000,2010-11-08 15:20:18.461944000,IDLE
2010-11-08 15:20:18.461944000,2010-11-08 16:14:22.236456000,RELAX
2010-11-08 16:14:22.236456000,2010-11-08 16:31:39.516294000,IDLE
2010-11-08 16:31:39.516294000,2010-11-08 16:40:02.500047000,HOUSEKEEPING
2010-11-08 16:40:02.500047000,2010-11-08 16:42:31.016250000,IDLE
2010-11-08 16:42:31.016250000,2010-11-08 16:42:35.689572000,LEAVE_HOME
2010-11-08 16:42:35.689572000,2010-11-08 16:56:49.231873000,IDLE
2010-11-08 16:56:49.231873000,2010-11-08 16:56:54.053092000,ENTER_HOME
2010-11-08 16:56:54.053092000,2010-11-08 17:09:23.081480000,IDLE
2010-11-08 17:09:23.081480000,2010-11-08 17:10:17.865662000,WORK
2010-11-08 17:10:17.865662000,2010-11-08 17:25:02.276922000,IDLE
2010-11-08 17:25:02.276922000,2010-11-08 17:25:15.349142000,LEAVE_HOME
2010-11-08 17:25:15.349142000,2010-11-08 17:33:06.880179000,IDLE
