start,end,name
2009-10-19 11:56:44.000001000,2009-10-19 12:02:01.000077000,IDLE
2009-10-19 12:02:01.000077000,2009-10-19 12:04:50.000064000,MASTER_BATHROOM
2009-10-19 12:04:50.000064000,2009-10-19 12:11:17.000015000,IDLE
2009-10-19 12:11:17.000015000,2009-10-19 12:34:40.000078000,LEAVE_HOME
2009-10-19 12:34:40.000078000,2009-10-19 12:37:50.000051000,IDLE
2009-10-19 12:37:50.000051000,2009-10-19 12:42:06.000020000,MASTER_BATHROOM
2009-10-19 12:42:06.000020000,2009-10-19 12:44:43.000042000,IDLE
2009-10-19 12:44:43.000042000,2009-10-19 12:56:51.000047000,DESK_ACTIVITY
2009-10-19 12:56:51.000047000,2009-10-19 12:57:06.000019000,IDLE
2009-10-19 12:57:06.000019000,2009-10-19 13:06:24.000048000,CHORES
2009-10-19 13:06:24.000048000,2009-10-19 13:06:30.000048000,IDLE
2009-10-19 13:06:30.000048000,2009-10-19 13:32:37.000098000,KITCHEN_ACTIVITY
2009-10-19 13:32:37.000098000,2009-10-19 13:36:10.000053000,LEAVE_HOME
2009-10-19 13:36:10.000053000,2009-10-19 14:35:00.000020000,IDLE
2009-10-19 14:35:00.000020000,2009-10-19 15:01:14.000048000,CHORES
2009-10-19 15:01:14.000048000,2009-10-19 15:01:38.000035000,IDLE
2009-10-19 15:01:38.000035000,2009-10-19 15:03:52.000007000,MASTER_BATHROOM
2009-10-19 15:03:52.000007000,2009-10-19 15:32:28.000074000,IDLE
2009-10-19 15:32:28.000074000,2009-10-19 16:02:59.000021000,DESK_ACTIVITY
2009-10-19 16:02:59.000021000,2009-10-19 16:03:04.000053000,IDLE
2009-10-19 16:03:04.000053000,2009-10-19 16:06:48.000029000,GUEST_BATHROOM
2009-10-19 16:06:48.000029000,2009-10-19 16:10:36.000056000,IDLE
2009-10-19 16:10:36.000056000,2009-10-19 16:22:42.000003000,DESK_ACTIVITY
2009-10-19 16:22:42.000003000,2009-10-19 16:27:44.000023000,IDLE
2009-10-19 16:27:44.000023000,2009-10-19 16:39:50.000019000,DESK_ACTIVITY
2009-10-19 16:39:50.000019000,2009-10-19 17:08:52.000085000,IDLE
2009-10-19 17:08:52.000085000,2009-10-19 17:09:43.000021000,LEAVE_HOME
2009-10-19 17:09:43.000021000,2009-10-19 17:15:07.000092000,IDLE
2009-10-19 17:15:07.000092000,2009-10-19 18:13:23.000099000,KITCHEN_ACTIVITY
2009-10-19 18:13:23.000099000,2009-10-19 18:20:40.000079000,MASTER_BATHROOM
2009-10-19 18:20:40.000079000,2009-10-19 20:35:16.000055000,IDLE
2009-10-19 20:35:16.000055000,2009-10-19 20:35:54.000073000,GUEST_BATHROOM
2009-10-19 20:35:54.000073000,2009-10-19 20:36:28.000031000,IDLE
2009-10-19 20:36:28.000031000,2009-10-19 20:45:24.000039000,KITCHEN_ACTIVITY
2009-10-19 20:45:24.000039000,2009-10-19 21:13:27.000002000,IDLE
2009-10-19 21:13:27.000002000,2009-10-19 21:15:39.000074000,MASTER_BATHROOM
2009-10-19 21:15:39.000074000,2009-10-19 21:16:22.000076000,IDLE
2009-10-19 21:16:22.000076000,2009-10-20 05:38:02.000025000,SLEEP
2009-10-20 05:38:02.000025000,2009-10-20 05:38:06.000080000,IDLE
2009-10-20 05:38:06.000080000,2009-10-20 05:42:06.000085000,BED_TO_TOILET
2009-10-20 05:42:06.000085000,2009-10-20 05:42:08.000035000,IDLE
2009-10-20 05:42:08.000035000,2009-10-20 09:06:22.000098000,SLEEP
2009-10-20 09:06:22.000098000,2009-10-20 09:09:15.000018000,IDLE
2009-10-20 09:09:15.000018000,2009-10-20 09:10:00.000037000,KITCHEN_ACTIVITY
2009-10-20 09:10:00.000037000,2009-10-20 09:10:06.000048000,IDLE
2009-10-20 09:10:06.000048000,2009-10-20 09:11:51.000064000,GUEST_BATHROOM
2009-10-20 09:11:51.000064000,2009-10-20 10:12:49.000071000,IDLE
2009-10-20 10:12:49.000071000,2009-10-20 10:25:23.000006000,SLEEP
2009-10-20 10:25:23.000006000,2009-10-20 10:31:03.000099000,IDLE
2009-10-20 10:31:03.000099000,2009-10-20 10:32:03.000010000,LEAVE_HOME
2009-10-20 10:32:03.000010000,2009-10-20 10:32:32.000081000,IDLE
2009-10-20 10:32:32.000081000,2009-10-20 10:33:02.000052000,MORNING_MEDS
2009-10-20 10:33:02.000052000,2009-10-20 10:38:38.000044000,IDLE
2009-10-20 10:38:38.000044000,2009-10-20 11:14:58.000072000,READ
2009-10-20 11:14:58.000072000,2009-10-20 11:14:59.000020000,IDLE
2009-10-20 11:14:59.000020000,2009-10-20 11:28:16.000023000,KITCHEN_ACTIVITY
2009-10-20 11:28:16.000023000,2009-10-20 12:19:42.000014000,IDLE
2009-10-20 12:19:42.000014000,2009-10-20 13:08:27.000093000,DESK_ACTIVITY
2009-10-20 13:08:27.000093000,2009-10-20 13:09:32.000086000,IDLE
2009-10-20 13:09:32.000086000,2009-10-20 13:20:46.000046000,KITCHEN_ACTIVITY
2009-10-20 13:20:46.000046000,2009-10-20 13:25:48.000096000,MEDITATE
2009-10-20 13:25:48.000096000,2009-10-20 13:26:50.000037000,IDLE
2009-10-20 13:26:50.000037000,2009-10-20 13:44:44.000056000,MEDITATE
2009-10-20 13:44:44.000056000,2009-10-20 13:47:55.000044000,IDLE
2009-10-20 13:47:55.000044000,2009-10-20 13:48:18.000032000,LEAVE_HOME
2009-10-20 13:48:18.000032000,2009-10-20 13:49:34.000014000,IDLE
2009-10-20 13:49:34.000014000,2009-10-20 14:08:41.000065000,KITCHEN_ACTIVITY
2009-10-20 14:08:41.000065000,2009-10-20 14:15:22.000031000,IDLE
2009-10-20 14:15:22.000031000,2009-10-20 14:49:28.000046000,CHORES
2009-10-20 14:49:28.000046000,2009-10-20 14:49:29.000093000,IDLE
2009-10-20 14:49:29.000093000,2009-10-20 14:51:36.000053000,MEDITATE
2009-10-20 14:51:36.000053000,2009-10-20 14:53:43.000051000,IDLE
2009-10-20 14:53:43.000051000,2009-10-20 14:56:26.000088000,KITCHEN_ACTIVITY
2009-10-20 14:56:26.000088000,2009-10-20 14:57:20.000094000,LEAVE_HOME
2009-10-20 14:57:20.000094000,2009-10-20 14:58:02.000081000,IDLE
2009-10-20 14:58:02.000081000,2009-10-20 15:01:58.000092000,MASTER_BATHROOM
2009-10-20 15:01:58.000092000,2009-10-20 15:24:41.000030000,IDLE
2009-10-20 15:24:41.000030000,2009-10-20 15:50:22.000094000,LEAVE_HOME
2009-10-20 15:50:22.000094000,2009-10-20 15:52:39.000035000,IDLE
2009-10-20 15:52:39.000035000,2009-10-20 17:06:17.000019000,READ
2009-10-20 17:06:17.000019000,2009-10-20 17:10:36.000043000,IDLE
2009-10-20 17:10:36.000043000,2009-10-20 17:27:42.000050000,KITCHEN_ACTIVITY
2009-10-20 17:27:42.000050000,2009-10-20 17:29:50.000073000,IDLE
2009-10-20 17:29:50.000073000,2009-10-20 17:43:53.000077000,READ
2009-10-20 17:43:53.000077000,2009-10-20 17:43:57.000001000,IDLE
2009-10-20 17:43:57.000001000,2009-10-20 17:46:05.000067000,KITCHEN_ACTIVITY
2009-10-20 17:46:05.000067000,2009-10-20 17:46:37.000071000,LEAVE_HOME
2009-10-20 17:46:37.000071000,2009-10-20 18:03:28.000013000,IDLE
2009-10-20 18:03:28.000013000,2009-10-20 18:04:41.000049000,GUEST_BATHROOM
2009-10-20 18:04:41.000049000,2009-10-20 18:58:06.000036000,IDLE
2009-10-20 18:58:06.000036000,2009-10-20 19:16:35.000090000,DESK_ACTIVITY
2009-10-20 19:16:35.000090000,2009-10-20 19:22:31.000057000,IDLE
2009-10-20 19:22:31.000057000,2009-10-20 19:24:19.000034000,DESK_ACTIVITY
2009-10-20 19:24:19.000034000,2009-10-20 19:24:32.000077000,IDLE
2009-10-20 19:24:32.000077000,2009-10-20 19:52:54.000069000,MASTER_BATHROOM
2009-10-20 19:52:54.000069000,2009-10-20 20:14:11.000046000,IDLE
2009-10-20 20:14:11.000046000,2009-10-20 21:38:00.000014000,READ
2009-10-20 21:38:00.000014000,2009-10-20 21:40:08.000039000,IDLE
2009-10-20 21:40:08.000039000,2009-10-20 21:41:08.000044000,KITCHEN_ACTIVITY
2009-10-20 21:41:08.000044000,2009-10-20 21:41:55.000028000,IDLE
2009-10-20 21:41:55.000028000,2009-10-20 21:44:00.000002000,MASTER_BATHROOM
2009-10-20 21:44:00.000002000,2009-10-20 21:53:29.000009000,IDLE
2009-10-20 21:53:29.000009000,2009-10-20 21:53:42.000093000,MASTER_BATHROOM
2009-10-20 21:53:42.000093000,2009-10-20 21:54:06.000050000,IDLE
