start,end,name
2011-11-29 15:13:57,2011-11-29 15:14:33,IDLE
2011-11-29 15:14:33,2011-11-29 15:45:54,LUNCH
2011-11-29 15:45:54,2011-11-29 15:49:51,IDLE
2011-11-29 15:49:51,2011-11-29 15:50:54,GROOMING
2011-11-29 15:50:54,2011-11-29 15:52:04,IDLE
2011-11-29 15:52:04,2011-11-29 16:17:58,SPARE_TIME
2011-11-29 16:17:58,2011-11-29 16:18:00,IDLE
2011-11-29 16:18:00,2011-11-29 16:31:27,TOILETING
2011-11-29 16:31:27,2011-11-29 16:34:17,IDLE
2011-11-29 16:34:17,2011-11-29 17:08:07,SPARE_TIME
2011-11-29 17:08:07,2011-11-29 17:08:58,IDLE
2011-11-29 17:08:58,2011-11-29 17:09:29,TOILETING
2011-11-29 17:09:29,2011-11-29 17:43:00,IDLE
2011-11-29 17:43:00,2011-11-29 18:57:22,SPARE_TIME
2011-11-29 18:57:22,2011-11-29 19:02:15,IDLE
2011-11-29 19:02:15,2011-11-29 20:23:38,LEAVING
2011-11-29 20:23:38,2011-11-29 20:28:00,IDLE
2011-11-29 20:28:00,2011-11-30 01:19:47,SPARE_TIME
2011-11-30 01:19:47,2011-11-30 01:22:33,IDLE
2011-11-30 01:22:33,2011-11-30 10:07:31,SLEEPING
2011-11-30 10:07:31,2011-11-30 10:11:07,IDLE
2011-11-30 10:11:07,2011-11-30 10:13:59,TOILETING
2011-11-30 10:13:59,2011-11-30 10:14:45,IDLE
2011-11-30 10:14:45,2011-11-30 10:18:33,SHOWERING
2011-11-30 10:18:33,2011-11-30 10:22:59,IDLE
2011-11-30 10:22:59,2011-11-30 10:35:00,BREAKFAST
2011-11-30 10:35:00,2011-11-30 10:39:30,IDLE
2011-11-30 10:39:30,2011-11-30 10:41:13,GROOMING
2011-11-30 10:41:13,2011-11-30 10:41:38,IDLE
2011-11-30 10:41:38,2011-11-30 13:04:59,SPARE_TIME
2011-11-30 13:04:59,2011-11-30 13:05:27,IDLE
2011-11-30 13:05:27,2011-11-30 13:05:31,SNACK
2011-11-30 13:05:31,2011-11-30 13:05:38,IDLE
2011-11-30 13:05:38,2011-11-30 14:09:34,SPARE_TIME
2011-11-30 14:09:34,2011-11-30 14:11:16,IDLE
2011-11-30 14:11:16,2011-11-30 14:11:48,TOILETING
2011-11-30 14:11:48,2011-11-30 14:13:45,IDLE
2011-11-30 14:13:45,2011-11-30 14:34:09,SPARE_TIME
2011-11-30 14:34:09,2011-11-30 14:39:42,IDLE
2011-11-30 14:39:42,2011-11-30 15:00:24,LUNCH
2011-11-30 15:00:24,2011-11-30 15:11:48,IDLE
2011-11-30 15:11:48,2011-11-30 16:39:11,SPARE_TIME
2011-11-30 16:39:11,2011-11-30 16:40:01,IDLE
2011-11-30 16:40:01,2011-11-30 16:40:24,TOILETING
2011-11-30 16:40:24,2011-11-30 16:41:05,IDLE
2011-11-30 16:41:05,2011-11-30 16:41:09,SNACK
2011-11-30 16:41:09,2011-11-30 16:41:15,IDLE
2011-11-30 16:41:15,2011-11-30 18:00:38,SPARE_TIME
2011-11-30 18:00:38,2011-11-30 18:01:44,IDLE
2011-11-30 18:01:44,2011-11-30 18:01:47,TOILETING
2011-11-30 18:01:47,2011-11-30 18:01:54,IDLE
2011-11-30 18:01:54,2011-11-30 18:43:20,SPARE_TIME
2011-11-30 18:43:20,2011-11-30 18:57:08,IDLE
2011-11-30 18:57:08,2011-11-30 18:57:34,TOILETING
2011-11-30 18:57:34,2011-11-30 18:57:39,IDLE
2011-11-30 18:57:39,2011-11-30 19:37:10,SPARE_TIME
2011-11-30 19:37:10,2011-11-30 19:37:36,IDLE
2011-11-30 19:37:36,2011-11-30 19:38:01,TOILETING
2011-11-30 19:38:01,2011-11-30 19:46:44,IDLE
2011-11-30 19:46:44,2011-11-30 20:05:12,LEAVING
2011-11-30 20:05:12,2011-11-30 20:13:39,IDLE
2011-11-30 20:13:39,2011-11-30 20:13:48,GROOMING
2011-11-30 20:13:48,2011-11-30 20:14:03,IDLE
2011-11-30 20:14:03,2011-12-01 01:34:27,SPARE_TIME
2011-12-01 01:34:27,2011-12-01 01:37:52,IDLE
2011-12-01 01:37:52,2011-12-01 10:50:45,SLEEPING
2011-12-01 10:50:45,2011-12-01 10:55:03,IDLE
2011-12-01 10:55:03,2011-12-01 10:55:32,GROOMING
2011-12-01 10:55:32,2011-12-01 10:58:37,IDLE
2011-12-01 10:58:37,2011-12-01 11:12:22,SHOWERING
2011-12-01 11:12:22,2011-12-01 11:17:05,IDLE
2011-12-01 11:17:05,2011-12-01 11:29:49,BREAKFAST
2011-12-01 11:29:49,2011-12-01 11:30:06,IDLE
2011-12-01 11:30:06,2011-12-01 14:29:02,SPARE_TIME
2011-12-01 14:29:02,2011-12-01 14:29:37,IDLE
2011-12-01 14:29:37,2011-12-01 14:55:02,LUNCH
2011-12-01 14:55:02,2011-12-01 15:09:00,IDLE
2011-12-01 15:09:00,2011-12-01 16:26:17,SPARE_TIME
2011-12-01 16:26:17,2011-12-01 16:26:35,IDLE
2011-12-01 16:26:35,2011-12-01 16:27:03,TOILETING
2011-12-01 16:27:03,2011-12-01 16:27:04,SPARE_TIME
2011-12-01 16:27:04,2011-12-01 16:46:40,SPARE_TIME
2011-12-01 16:46:40,2011-12-01 17:17:23,IDLE
2011-12-01 17:17:23,2011-12-01 17:27:13,GROOMING
2011-12-01 17:27:13,2011-12-01 17:29:29,IDLE
2011-12-01 17:29:29,2011-12-01 18:49:51,LEAVING
2011-12-01 18:49:51,2011-12-01 18:55:03,IDLE
2011-12-01 18:55:03,2011-12-01 19:10:34,SPARE_TIME
2011-12-01 19:10:34,2011-12-01 19:28:51,IDLE
2011-12-01 19:28:51,2011-12-01 19:29:59,TOILETING
2011-12-01 19:29:59,2011-12-01 19:30:01,IDLE
2011-12-01 19:30:01,2011-12-01 23:52:52,SPARE_TIME
2011-12-01 23:52:52,2011-12-01 23:53:00,IDLE
2011-12-01 23:53:00,2011-12-01 23:53:28,GROOMING
2011-12-01 23:53:28,2011-12-01 23:54:32,IDLE
2011-12-01 23:54:32,2011-12-02 01:18:32,SPARE_TIME
2011-12-02 01:18:32,2011-12-02 01:18:44,IDLE
2011-12-02 01:18:44,2011-12-02 01:18:57,GROOMING
2011-12-02 01:18:57,2011-12-02 01:19:09,IDLE
2011-12-02 01:19:09,2011-12-02 02:08:17,SPARE_TIME
2011-12-02 02:08:17,2011-12-02 02:09:33,IDLE
2011-12-02 02:09:33,2011-12-02 02:13:56,GROOMING
2011-12-02 02:13:56,2011-12-02 02:15:55,IDLE
2011-12-02 02:15:55,2011-12-02 12:15:19,SLEEPING
2011-12-02 12:15:19,2011-12-02 12:16:00,IDLE
2011-12-02 12:16:00,2011-12-02 12:20:40,TOILETING
2011-12-02 12:20:40,2011-12-02 12:20:41,IDLE
2011-12-02 12:20:41,2011-12-02 12:20:59,GROOMING
2011-12-02 12:20:59,2011-12-02 12:21:19,IDLE
2011-12-02 12:21:19,2011-12-02 12:25:40,SHOWERING
2011-12-02 12:25:40,2011-12-02 12:27:47,IDLE
2011-12-02 12:27:47,2011-12-02 12:35:49,BREAKFAST
2011-12-02 12:35:49,2011-12-02 12:37:47,IDLE
2011-12-02 12:37:47,2011-12-02 14:46:29,SPARE_TIME
2011-12-02 14:46:29,2011-12-02 14:47:00,IDLE
2011-12-02 14:47:00,2011-12-02 15:20:00,LUNCH
2011-12-02 15:20:00,2011-12-02 15:24:05,IDLE
2011-12-02 15:24:05,2011-12-02 15:55:12,SPARE_TIME
2011-12-02 15:55:12,2011-12-02 15:56:02,IDLE
2011-12-02 15:56:02,2011-12-02 15:57:55,GROOMING
2011-12-02 15:57:55,2011-12-02 15:58:00,IDLE
2011-12-02 15:58:00,2011-12-02 16:36:05,SPARE_TIME
2011-12-02 16:36:05,2011-12-02 16:37:27,IDLE
2011-12-02 16:37:27,2011-12-02 16:47:27,TOILETING
2011-12-02 16:47:27,2011-12-02 16:47:39,IDLE
2011-12-02 16:47:39,2011-12-02 19:39:08,SPARE_TIME
2011-12-02 19:39:08,2011-12-02 19:40:44,IDLE
2011-12-02 19:40:44,2011-12-02 19:40:50,SNACK
2011-12-02 19:40:50,2011-12-02 19:41:14,IDLE
2011-12-02 19:41:14,2011-12-02 21:26:09,SPARE_TIME
2011-12-02 21:26:09,2011-12-02 21:27:09,IDLE
2011-12-02 21:27:09,2011-12-02 21:44:37,TOILETING
2011-12-02 21:44:37,2011-12-02 21:46:31,IDLE
2011-12-02 21:46:31,2011-12-03 01:41:08,SPARE_TIME
2011-12-03 01:41:08,2011-12-03 01:47:02,IDLE
2011-12-03 01:47:02,2011-12-03 11:56:20,SLEEPING
2011-12-03 11:56:20,2011-12-03 11:57:15,IDLE
2011-12-03 11:57:15,2011-12-03 11:59:15,TOILETING
2011-12-03 11:59:15,2011-12-03 11:59:33,IDLE
2011-12-03 11:59:33,2011-12-03 12:01:59,GROOMING
2011-12-03 12:01:59,2011-12-03 12:03:36,IDLE
2011-12-03 12:03:36,2011-12-03 12:07:26,SHOWERING
2011-12-03 12:07:26,2011-12-03 12:10:35,IDLE
2011-12-03 12:10:35,2011-12-03 12:19:30,BREAKFAST
2011-12-03 12:19:30,2011-12-03 12:21:30,IDLE
2011-12-03 12:21:30,2011-12-03 13:28:36,SPARE_TIME
2011-12-03 13:28:36,2011-12-03 13:29:00,IDLE
2011-12-03 13:29:00,2011-12-03 13:29:48,GROOMING
2011-12-03 13:29:48,2011-12-03 13:29:59,SPARE_TIME
2011-12-03 13:29:59,2011-12-03 14:01:20,SPARE_TIME
2011-12-03 14:01:20,2011-12-03 14:11:10,IDLE
2011-12-03 14:11:10,2011-12-03 14:14:43,GROOMING
2011-12-03 14:14:43,2011-12-03 14:18:11,IDLE
2011-12-03 14:18:11,2011-12-03 17:48:37,LEAVING
2011-12-03 17:48:37,2011-12-03 17:50:14,IDLE
2011-12-03 17:50:14,2011-12-03 23:53:24,SPARE_TIME
2011-12-03 23:53:24,2011-12-03 23:54:00,IDLE
2011-12-03 23:54:00,2011-12-03 23:54:51,TOILETING
2011-12-03 23:54:51,2011-12-03 23:55:18,IDLE
2011-12-03 23:55:18,2011-12-04 03:16:13,SPARE_TIME
2011-12-04 03:16:13,2011-12-04 03:19:17,IDLE
2011-12-04 03:19:17,2011-12-04 12:37:49,SLEEPING
2011-12-04 12:37:49,2011-12-04 12:39:45,IDLE
2011-12-04 12:39:45,2011-12-04 12:45:44,TOILETING
2011-12-04 12:45:44,2011-12-04 12:46:11,IDLE
2011-12-04 12:46:11,2011-12-04 12:47:28,GROOMING
2011-12-04 12:47:28,2011-12-04 12:50:56,IDLE
2011-12-04 12:50:56,2011-12-04 12:54:55,SHOWERING
2011-12-04 12:54:55,2011-12-04 12:56:08,IDLE
2011-12-04 12:56:08,2011-12-04 12:59:48,BREAKFAST
2011-12-04 12:59:48,2011-12-04 13:00:53,IDLE
2011-12-04 13:00:53,2011-12-04 13:58:10,SPARE_TIME
2011-12-04 13:58:10,2011-12-04 14:00:12,IDLE
2011-12-04 14:00:12,2011-12-04 14:03:42,TOILETING
2011-12-04 14:03:42,2011-12-04 14:11:50,IDLE
2011-12-04 14:11:50,2011-12-04 16:31:01,LEAVING
2011-12-04 16:31:01,2011-12-04 16:34:00,IDLE
2011-12-04 16:34:00,2011-12-04 17:25:39,SPARE_TIME
2011-12-04 17:25:39,2011-12-04 17:27:03,IDLE
2011-12-04 17:27:03,2011-12-04 17:27:08,SNACK
2011-12-04 17:27:08,2011-12-04 17:27:16,IDLE
2011-12-04 17:27:16,2011-12-04 17:43:56,SPARE_TIME
2011-12-04 17:43:56,2011-12-04 17:45:00,IDLE
2011-12-04 17:45:00,2011-12-04 17:45:59,GROOMING
2011-12-04 17:45:59,2011-12-04 18:08:28,IDLE
2011-12-04 18:08:28,2011-12-04 18:57:52,SPARE_TIME
2011-12-04 18:57:52,2011-12-04 18:58:06,IDLE
2011-12-04 18:58:06,2011-12-04 18:59:33,TOILETING
2011-12-04 18:59:33,2011-12-04 18:59:53,IDLE
2011-12-04 18:59:53,2011-12-04 18:59:59,SNACK
2011-12-04 18:59:59,2011-12-04 19:00:04,IDLE
2011-12-04 19:00:04,2011-12-04 22:20:59,SPARE_TIME
2011-12-04 22:20:59,2011-12-04 22:21:10,IDLE
2011-12-04 22:21:10,2011-12-04 22:22:10,TOILETING
2011-12-04 22:22:10,2011-12-04 22:22:19,IDLE
2011-12-04 22:22:19,2011-12-05 01:28:09,SPARE_TIME
2011-12-05 01:28:09,2011-12-05 01:31:34,IDLE
2011-12-05 01:31:34,2011-12-05 01:31:39,GROOMING
2011-12-05 01:31:39,2011-12-05 01:35:10,IDLE
2011-12-05 01:35:10,2011-12-05 11:48:55,SLEEPING
2011-12-05 11:48:55,2011-12-05 11:53:01,IDLE
2011-12-05 11:53:01,2011-12-05 11:53:31,TOILETING
2011-12-05 11:53:31,2011-12-05 11:57:47,IDLE
2011-12-05 11:57:47,2011-12-05 11:57:55,GROOMING
2011-12-05 11:57:55,2011-12-05 12:01:23,IDLE
2011-12-05 12:01:23,2011-12-05 12:08:56,SHOWERING
2011-12-05 12:08:56,2011-12-05 12:14:49,IDLE
2011-12-05 12:14:49,2011-12-05 12:24:37,BREAKFAST
2011-12-05 12:24:37,2011-12-05 13:46:29,IDLE
2011-12-05 13:46:29,2011-12-05 14:26:46,SPARE_TIME
2011-12-05 14:26:46,2011-12-05 14:28:36,IDLE
2011-12-05 14:28:36,2011-12-05 14:28:42,GROOMING
2011-12-05 14:28:42,2011-12-05 14:38:07,IDLE
2011-12-05 14:38:07,2011-12-05 14:55:06,LEAVING
2011-12-05 14:55:06,2011-12-05 14:57:51,IDLE
2011-12-05 14:57:51,2011-12-05 15:40:59,LUNCH
2011-12-05 15:40:59,2011-12-05 15:42:25,IDLE
2011-12-05 15:42:25,2011-12-05 15:43:59,GROOMING
2011-12-05 15:43:59,2011-12-05 15:44:00,IDLE
2011-12-05 15:44:00,2011-12-05 15:44:16,TOILETING
2011-12-05 15:44:16,2011-12-05 15:44:56,IDLE
2011-12-05 15:44:56,2011-12-05 16:02:10,SPARE_TIME
2011-12-05 16:02:10,2011-12-05 16:06:32,IDLE
2011-12-05 16:06:32,2011-12-05 16:36:32,TOILETING
2011-12-05 16:36:32,2011-12-05 16:37:15,IDLE
2011-12-05 16:37:15,2011-12-05 17:14:32,SPARE_TIME
2011-12-05 17:14:32,2011-12-05 17:17:07,IDLE
2011-12-05 17:17:07,2011-12-05 18:57:16,LEAVING
2011-12-05 18:57:16,2011-12-05 19:01:42,IDLE
2011-12-05 19:01:42,2011-12-05 19:24:02,SPARE_TIME
2011-12-05 19:24:02,2011-12-05 19:24:11,IDLE
2011-12-05 19:24:11,2011-12-05 19:24:16,SNACK
2011-12-05 19:24:16,2011-12-05 19:24:22,IDLE
2011-12-05 19:24:22,2011-12-05 20:07:19,SPARE_TIME
2011-12-05 20:07:19,2011-12-05 20:07:32,IDLE
2011-12-05 20:07:32,2011-12-05 20:07:47,GROOMING
2011-12-05 20:07:47,2011-12-05 20:08:12,IDLE
2011-12-05 20:08:12,2011-12-05 20:08:52,TOILETING
2011-12-05 20:08:52,2011-12-05 20:09:00,IDLE
2011-12-05 20:09:00,2011-12-05 21:06:25,SPARE_TIME
2011-12-05 21:06:25,2011-12-05 21:06:35,IDLE
2011-12-05 21:06:35,2011-12-05 21:06:43,TOILETING
2011-12-05 21:06:43,2011-12-05 21:06:44,IDLE
2011-12-05 21:06:44,2011-12-05 21:07:00,GROOMING
2011-12-05 21:07:00,2011-12-05 21:07:14,IDLE
2011-12-05 21:07:14,2011-12-06 00:38:24,SPARE_TIME
2011-12-06 00:38:24,2011-12-06 00:39:01,IDLE
2011-12-06 00:39:01,2011-12-06 00:40:41,TOILETING
2011-12-06 00:40:41,2011-12-06 00:42:37,IDLE
2011-12-06 00:42:37,2011-12-06 10:07:20,SLEEPING
2011-12-06 10:07:20,2011-12-06 11:08:00,IDLE
2011-12-06 11:08:00,2011-12-06 11:08:53,TOILETING
2011-12-06 11:08:53,2011-12-06 11:09:49,IDLE
2011-12-06 11:09:49,2011-12-06 11:11:45,GROOMING
2011-12-06 11:11:45,2011-12-06 11:12:19,IDLE
2011-12-06 11:12:19,2011-12-06 11:25:57,SHOWERING
2011-12-06 11:25:57,2011-12-06 11:30:19,IDLE
2011-12-06 11:30:19,2011-12-06 11:35:26,BREAKFAST
2011-12-06 11:35:26,2011-12-06 11:39:34,IDLE
2011-12-06 11:39:34,2011-12-06 14:37:50,SPARE_TIME
2011-12-06 14:37:50,2011-12-06 14:40:53,IDLE
2011-12-06 14:40:53,2011-12-06 15:15:58,LUNCH
2011-12-06 15:15:58,2011-12-06 15:18:35,IDLE
2011-12-06 15:18:35,2011-12-06 15:20:32,GROOMING
2011-12-06 15:20:32,2011-12-06 15:21:46,IDLE
2011-12-06 15:21:46,2011-12-06 17:11:04,SPARE_TIME
2011-12-06 17:11:04,2011-12-06 17:13:04,IDLE
2011-12-06 17:13:04,2011-12-06 17:19:04,TOILETING
2011-12-06 17:19:04,2011-12-06 17:19:34,IDLE
2011-12-06 17:19:34,2011-12-06 18:06:26,SPARE_TIME
2011-12-06 18:06:26,2011-12-06 18:07:03,IDLE
2011-12-06 18:07:03,2011-12-06 18:07:15,GROOMING
2011-12-06 18:07:15,2011-12-06 18:07:36,IDLE
2011-12-06 18:07:36,2011-12-06 19:22:33,SPARE_TIME
2011-12-06 19:22:33,2011-12-06 19:22:50,IDLE
2011-12-06 19:22:50,2011-12-06 19:22:55,SNACK
2011-12-06 19:22:55,2011-12-06 19:25:56,IDLE
2011-12-06 19:25:56,2011-12-06 19:26:20,GROOMING
2011-12-06 19:26:20,2011-12-06 19:40:28,IDLE
2011-12-06 19:40:28,2011-12-07 00:07:38,SPARE_TIME
2011-12-07 00:07:38,2011-12-07 00:07:47,IDLE
2011-12-07 00:07:47,2011-12-07 00:07:57,GROOMING
2011-12-07 00:07:57,2011-12-07 00:08:10,IDLE
2011-12-07 00:08:10,2011-12-07 00:54:50,SPARE_TIME
2011-12-07 00:54:50,2011-12-07 00:57:29,IDLE
2011-12-07 00:57:29,2011-12-07 00:57:53,TOILETING
2011-12-07 00:57:53,2011-12-07 00:59:56,IDLE
2011-12-07 00:59:56,2011-12-07 10:45:40,SLEEPING
2011-12-07 10:45:40,2011-12-07 10:46:15,IDLE
2011-12-07 10:46:15,2011-12-07 10:49:26,TOILETING
2011-12-07 10:49:26,2011-12-07 10:50:38,IDLE
2011-12-07 10:50:38,2011-12-07 11:04:19,GROOMING
2011-12-07 11:04:19,2011-12-07 11:05:51,IDLE
2011-12-07 11:05:51,2011-12-07 11:11:32,SHOWERING
2011-12-07 11:11:32,2011-12-07 11:12:17,IDLE
2011-12-07 11:12:17,2011-12-07 11:20:04,BREAKFAST
2011-12-07 11:20:04,2011-12-07 11:22:58,IDLE
2011-12-07 11:22:58,2011-12-07 13:56:10,SPARE_TIME
2011-12-07 13:56:10,2011-12-07 14:03:34,IDLE
2011-12-07 14:03:34,2011-12-07 14:39:30,LUNCH
2011-12-07 14:39:30,2011-12-07 14:41:59,IDLE
2011-12-07 14:41:59,2011-12-07 15:28:03,SPARE_TIME
2011-12-07 15:28:03,2011-12-07 15:31:23,IDLE
2011-12-07 15:31:23,2011-12-07 15:31:41,GROOMING
2011-12-07 15:31:41,2011-12-07 15:31:42,IDLE
2011-12-07 15:31:42,2011-12-07 15:31:46,TOILETING
2011-12-07 15:31:46,2011-12-07 15:32:15,IDLE
2011-12-07 15:32:15,2011-12-07 16:11:28,SPARE_TIME
2011-12-07 16:11:28,2011-12-07 16:15:26,IDLE
2011-12-07 16:15:26,2011-12-07 16:21:09,GROOMING
2011-12-07 16:21:09,2011-12-07 16:25:45,IDLE
2011-12-07 16:25:45,2011-12-07 18:12:36,LEAVING
2011-12-07 18:12:36,2011-12-07 18:14:56,IDLE
2011-12-07 18:14:56,2011-12-07 18:14:59,GROOMING
2011-12-07 18:14:59,2011-12-07 18:15:00,IDLE
2011-12-07 18:15:00,2011-12-07 18:15:03,TOILETING
2011-12-07 18:15:03,2011-12-07 18:15:51,IDLE
2011-12-07 18:15:51,2011-12-07 19:21:46,SPARE_TIME
2011-12-07 19:21:46,2011-12-07 19:23:55,IDLE
2011-12-07 19:23:55,2011-12-07 19:28:46,SNACK
2011-12-07 19:28:46,2011-12-07 20:37:50,IDLE
2011-12-07 20:37:50,2011-12-07 20:38:18,SNACK
2011-12-07 20:38:18,2011-12-07 20:39:16,IDLE
2011-12-07 20:39:16,2011-12-07 20:39:44,TOILETING
2011-12-07 20:39:44,2011-12-07 20:40:29,IDLE
2011-12-07 20:40:29,2011-12-07 20:42:35,SPARE_TIME
2011-12-07 20:42:35,2011-12-07 20:52:23,IDLE
2011-12-07 20:52:23,2011-12-07 23:19:30,SPARE_TIME
2011-12-07 23:19:30,2011-12-07 23:19:40,IDLE
2011-12-07 23:19:40,2011-12-07 23:19:56,TOILETING
2011-12-07 23:19:56,2011-12-07 23:20:16,IDLE
2011-12-07 23:20:16,2011-12-08 01:32:32,SPARE_TIME
2011-12-08 01:32:32,2011-12-08 01:39:41,IDLE
2011-12-08 01:39:41,2011-12-08 11:14:29,SLEEPING
2011-12-08 11:14:29,2011-12-08 11:17:37,IDLE
2011-12-08 11:17:37,2011-12-08 11:17:48,GROOMING
2011-12-08 11:17:48,2011-12-08 11:17:49,IDLE
2011-12-08 11:17:49,2011-12-08 11:17:58,TOILETING
2011-12-08 11:17:58,2011-12-08 11:18:02,IDLE
2011-12-08 11:18:02,2011-12-08 11:18:13,GROOMING
2011-12-08 11:18:13,2011-12-08 11:19:22,IDLE
2011-12-08 11:19:22,2011-12-08 11:24:17,SHOWERING
2011-12-08 11:24:17,2011-12-08 11:25:12,IDLE
2011-12-08 11:25:12,2011-12-08 11:34:01,BREAKFAST
2011-12-08 11:34:01,2011-12-08 11:36:09,IDLE
2011-12-08 11:36:09,2011-12-08 13:41:19,SPARE_TIME
2011-12-08 13:41:19,2011-12-08 14:04:49,IDLE
2011-12-08 14:04:49,2011-12-08 14:05:01,GROOMING
2011-12-08 14:05:01,2011-12-08 14:10:03,IDLE
2011-12-08 14:10:03,2011-12-08 16:21:41,LEAVING
2011-12-08 16:21:41,2011-12-08 16:24:27,IDLE
2011-12-08 16:24:27,2011-12-08 22:13:23,SPARE_TIME
2011-12-08 22:13:23,2011-12-08 22:13:35,IDLE
2011-12-08 22:13:35,2011-12-08 22:13:49,GROOMING
2011-12-08 22:13:49,2011-12-08 22:14:14,IDLE
2011-12-08 22:14:14,2011-12-08 23:12:37,SPARE_TIME
2011-12-08 23:12:37,2011-12-08 23:14:09,IDLE
2011-12-08 23:14:09,2011-12-08 23:14:27,GROOMING
2011-12-08 23:14:27,2011-12-08 23:14:35,IDLE
2011-12-08 23:14:35,2011-12-09 01:03:07,SPARE_TIME
2011-12-09 01:03:07,2011-12-09 01:04:24,IDLE
2011-12-09 01:04:24,2011-12-09 01:05:43,GROOMING
2011-12-09 01:05:43,2011-12-09 01:16:42,IDLE
2011-12-09 01:16:42,2011-12-09 10:49:07,SLEEPING
2011-12-09 10:49:07,2011-12-09 10:51:56,IDLE
2011-12-09 10:51:56,2011-12-09 10:52:27,TOILETING
2011-12-09 10:52:27,2011-12-09 10:52:30,IDLE
2011-12-09 10:52:30,2011-12-09 10:52:50,GROOMING
2011-12-09 10:52:50,2011-12-09 10:54:58,IDLE
2011-12-09 10:54:58,2011-12-09 10:58:21,SHOWERING
2011-12-09 10:58:21,2011-12-09 11:00:13,IDLE
2011-12-09 11:00:13,2011-12-09 11:08:15,BREAKFAST
2011-12-09 11:08:15,2011-12-09 11:09:35,IDLE
2011-12-09 11:09:35,2011-12-09 12:32:57,SPARE_TIME
2011-12-09 12:32:57,2011-12-09 12:33:21,IDLE
2011-12-09 12:33:21,2011-12-09 12:42:15,GROOMING
2011-12-09 12:42:15,2011-12-09 12:44:16,IDLE
2011-12-09 12:44:16,2011-12-09 16:33:56,LEAVING
2011-12-09 16:33:56,2011-12-09 16:45:53,IDLE
2011-12-09 16:45:53,2011-12-09 16:59:52,SPARE_TIME
2011-12-09 16:59:52,2011-12-09 17:01:37,IDLE
2011-12-09 17:01:37,2011-12-09 17:04:57,TOILETING
2011-12-09 17:04:57,2011-12-09 17:06:38,IDLE
2011-12-09 17:06:38,2011-12-09 17:59:19,SPARE_TIME
2011-12-09 17:59:19,2011-12-09 17:59:25,IDLE
2011-12-09 17:59:25,2011-12-09 17:59:27,GROOMING
2011-12-09 17:59:27,2011-12-09 18:02:18,IDLE
